Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
Stop the insanity,0.0,0.0,1.0,81.0,English,Facebook,Allison Allen,Niger,2025,6,29,16,1,Sunday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzU1MzYzMjU5MTE0MTQxNQ==,Platform_ID,June,Stop the insanity,negative,1,0,0,none,"Minna, Niger",9,0.3635784529506977,"so, congratulations, good, thank, baby",0.21263294512949094
Sooo true.,0.0,0.0,1.0,81.0,English,Facebook,Marty Brumm,Zamfara,2025,1,19,13,20,Sunday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzE1MDQzMzIyNzM5MjEzODM=,Platform_ID,January,Sooo true,positive,0,0,1,none,"Gusau, Zamfara",1,0.12041465192676865,,0.10128621231189154
"good afternoon DR please I need your help 
please I want to know if a pregnant woman sit-down at one place for more than 3 hours can cause miscarriage?",0.0,0.0,1.0,81.0,English,Facebook,Ismaïl Kalash Salako,Lagos,2025,11,2,11,12,Sunday,Y29tbWVudDoxMzgzNDAxODU2MDc5OTQ1XzEzNDI5MjYyODM0NjI4OTE=,Platform_ID,November,good afternoon DR please I need your help please I want to know if a pregnant woman sitdown at one place for more than hours can cause miscarriage,positive,0,0,1,none,"Ikeja, Lagos",3,1.0,"her, at, yrs, money, months",1.0
Health for all,0.0,0.0,1.0,81.0,English,Facebook,Deborah Eniola Abimbola,Lagos,2025,3,28,5,43,Friday,Y29tbWVudDoxNTA0ODUxNjAzODQ3ODIwXzE1MDY2NTQ1OTcwMDA4NTQ=,Platform_ID,March,Health for all,positive,0,0,1,none,"Ikeja, Lagos",3,0.15651468766989002,,0.2179860087884793
Health For All✌️,0.0,0.0,1.0,81.0,English,Facebook,Mheez Mheedheart,Lagos,2021,12,8,1,11,Wednesday,Y29tbWVudDoxNTA0ODUxNjAzODQ3ODIwXzE1MDY3ODg4NTM2NTQwOTU=,Platform_ID,December,Health For All,positive,0,0,1,none,"Ikeja, Lagos",3,0.15781999067196004,,0.2207312971853009
https://scontent.fabv2-2.fna.fbcdn.net/v/t39.30808-6/567857956_1468847111047410_3090315079380243574_n.jpg?stp=dst-jpg_p75x225_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeFrOUr7rRUWyDc_X0ZEhnkKMjeOllXzvKsyN46WVfO8qyzgJHLoy_EAnLV1Jh9Kubl48t__mT9DV-_w67BuIQUH&_nc_ohc=izKKT-4cxcgQ7kNvwHweMMX&_nc_oc=Adl_2zbD3kiC_TXzCK7xybcYf_zLRhUiW10mR3JQ_S7cA2K8VSPTuHpgWO06mFBH6kU&_nc_zt=23&_nc_ht=scontent.fabv2-2.fna&_nc_gid=RlAwJVIN7Qr29yiXzfZ_Zg&oh=00_AfhgPh3ruur6CMBrGndtCw50IyiXD_dvemrXkWOG16m41w&oe=69164E26,0.0,0.0,1.0,81.0,Igbo,Facebook,Dee Sterbung,Niger,2024,12,4,6,59,Wednesday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzg1NDU1OTU5MDU3MDczMg==,Platform_ID,December,,positive,0,0,1,none,"Minna, Niger",5,0.8274092533230247,"when, yaaas, age, months, which",1.0
"We don't need this evil , a dong here say for that outside country them for Diaspora them di give black man na different kind vaccine then give white man different one so the thin be na say this oyibo pupel was kill we , period",0.0,0.0,1.0,81.0,Hausa,Facebook,Penn Flex,Lagos,2024,12,9,11,16,Monday,Y29tbWVudDoxNzY1Njc0NDEwMzA0OTQ0XzE3NjYzODc5MjAyMzM1OTM=,Platform_ID,December,We dont need this evil a dong here say for that outside country them for Diaspora them di give black man na different kind vaccine then give white man different one so the thin be na say this oyibo pupel was kill we period,negative,1,0,0,distrust,"Ikeja, Lagos",-1,0.16714678296678884,"the, vaccine, of, in, to",0.26134699360838753
Choke it. Thats horrible!!!,0.0,0.0,1.0,81.0,English,Facebook,Ladonna Dewerff,Lagos,2025,11,4,17,2,Tuesday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzE3MDgzNzAwODMxNTY2NTM=,Platform_ID,November,Choke it Thats horrible,negative,1,0,0,none,"Ikeja, Lagos",-1,0.07820017552121819,,0.11085207236153871
Llévala con su mamá necesita amo,0.0,0.0,1.0,81.0,Spanish,Facebook,Elsa Patiño,Niger,2025,10,22,0,20,Wednesday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzE5NzY3NDQyOTY0NDg3NjM=,Platform_ID,October,Llvala con su mam necesita amo,positive,0,0,1,none,"Minna, Niger",4,1.0,"una, dhan, mga, na, mk",1.0
ทารกร้องไม่หยุดเสียใจอะไรค่ะ,0.0,0.0,1.0,81.0,Thai,Facebook,พรทิพย์ คุ้มผล,Niger,2024,9,4,3,4,Wednesday,Y29tbWVudDoyNDg3ODQ5MDcxNjA4MzUyXzEyOTA0NDQwODkwNDM2NDE=,Platform_ID,September,,positive,0,0,1,none,"Minna, Niger",5,1.0,"when, yaaas, age, months, which",1.0
From which age?,0.0,0.0,1.0,81.0,English,Facebook,Sadiya Ojochenemi Halilu,Lagos,2024,1,27,11,59,Saturday,Y29tbWVudDoyNDk5NDEyMDY0MDIyMjYwMV8zMzU3MzIzNTQ0NDIyNTkw,Platform_ID,January,From which age,positive,0,0,1,none,"Ikeja, Lagos",5,0.11086857767569132,"when, yaaas, age, months, which",0.0834266717894189
Good on you if I had small children right now no way in hell would I give in to vaccine not after this so called Covid shit. Keep your children safe. 🥰,0.0,0.0,1.0,81.0,English,Facebook,Sherry Fraser,Niger,2024,11,29,11,32,Friday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV84MTU0MDU1NDc4NzgxMDc=,Platform_ID,November,Good on you if I had small children right now no way in hell would I give in to vaccine not after this so called Covid shit Keep your children safe,positive,0,0,1,fear,"Minna, Niger",0,0.19429053701839186,"the, vaccine, of, in, to",0.29523511766130855
Your little boy looks sooooooo happy and confident in your love and care! Awesome!,0.0,0.0,1.0,81.0,English,Facebook,Margaret Bell,Lagos,2024,1,22,22,11,Monday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV8xMTU5ODcwNjI5NDM4NTMy,Platform_ID,January,Your little boy looks sooooooo happy and confident in your love and care Awesome,positive,0,0,1,happy,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
True. The outbreak they had was from the vaccinations. You gotta do research,0.0,0.0,1.0,81.0,English,Facebook,Shannon Dean,Niger,2024,11,28,10,20,Thursday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV8xNjU1NDU2MzE4NzYxNTk0,Platform_ID,November,True The outbreak they had was from the vaccinations You gotta do research,positive,0,0,1,none,"Minna, Niger",0,0.32684245966284986,"the, vaccine, of, in, to",0.3645337858574991
That is the cutest baby ever 😍,0.0,0.0,1.0,81.0,English,Facebook,Siobhan Bleakney,Lagos,2023,7,30,23,6,Sunday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV8xNjQ2OTQ5MzM2Njg2MTQ0,Platform_ID,July,That is the cutest baby ever,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
I agree with you 💯!!!,0.0,0.0,1.0,81.0,English,Facebook,Joanne Peters,Kaduna,2025,10,6,21,45,Monday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV8xNzQ4Njk2NDIyNDMzMzM5,Platform_ID,October,I agree with you,positive,0,0,1,none,"Kaduna, Kaduna",1,0.17058215580955355,,0.14686346136552317
"Wonderful information , prevention is better,let practice hygiene",0.0,0.0,1.0,81.0,English,Facebook,Fancy Ann stitches,Lagos,2025,1,20,1,11,Monday,Y29tbWVudDozMTI3MTQzNjgzNzQ2NjlfMjA3NTM4NDk3Mjk2MjA4Ng==,Platform_ID,January,Wonderful information prevention is betterlet practice hygiene,positive,0,0,1,none,"Ikeja, Lagos",-1,0.040165585499920727,,0.11431895351689947
Thanks so much for sharing the information. Good hygiene can never be over emphasised,0.0,0.0,1.0,81.0,English,Facebook,Ogbajeh Christiana Chikaodili,Niger,2024,5,28,19,21,Tuesday,Y29tbWVudDozMTI3MTQzNjgzNzQ2NjlfNjkyNTQyNjY2NjI4Mjc2,Platform_ID,May,Thanks so much for sharing the information Good hygiene can never be over emphasised,positive,0,0,1,distrust,"Minna, Niger",1,0.14216978352220513,"so, congratulations, good, thank, baby",0.19792264149632102
You are beautiful,0.0,0.0,1.0,81.0,English,Facebook,Ekemena Christiana,Lagos,2023,8,1,4,39,Tuesday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF8xMTYwMTg3Mjc2Mjk4NzA1,Platform_ID,August,You are beautiful,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
One of my favorites,0.0,0.0,1.0,81.0,English,Facebook,Iqe Ifex,Niger,2025,2,21,19,56,Friday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF8yMzU5MDg5NDExMjE2MTgz,Platform_ID,February,One of my favorites,positive,0,0,1,none,"Minna, Niger",7,0.4119730213965569,"so, congratulations, good, thank, baby",0.6801319346085216
Fine girl,0.0,0.0,1.0,81.0,German,Facebook,Anyanwu Ezechukwu,Lagos,2024,1,22,18,32,Monday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF82NzY3NjE0Mjg4NDI3MjA=,Platform_ID,January,Fine girl,positive,0,0,1,none,"Ikeja, Lagos",1,0.6007444830074523,"so, congratulations, good, thank, baby",0.5053337123768846
Beautiful,0.0,0.0,1.0,81.0,English,Facebook,Gift Douglas,Lagos,2024,9,4,3,4,Wednesday,Y29tbWVudDozMjI0NDM2NjM2ODUxMjUxMF80MDQ3ODEzNjQ1NTMyNTc4,Platform_ID,September,Beautiful,positive,0,0,1,none,"Ikeja, Lagos",1,0.7902686878012621,"so, congratulations, good, thank, baby",1.0
So cute😍,0.0,0.0,1.0,81.0,Japanese,Facebook,Sophia Phill Chinenyenwa,Lagos,2025,3,27,1,35,Thursday,Y29tbWVudDo0MTI2MDQ4NjY3NjY3OTA2XzE0Mjg1OTg4MTE1ODY5MDc=,Platform_ID,March,So cute,positive,0,0,1,none,"Ikeja, Lagos",1,0.47912765483939834,"so, congratulations, good, thank, baby",0.5991049277577193
Pls ma are you doing exclusive,0.0,0.0,1.0,81.0,English,Facebook,Mercy Stephen,Lagos,2023,11,13,10,25,Monday,Y29tbWVudDo0MTI2MDQ4NjY3NjY3OTA2XzE0MTg5NjA5NzYwNDA0OTE=,Platform_ID,November,Pls ma are you doing exclusive,positive,0,0,1,none,"Ikeja, Lagos",4,0.07939829150958791,"una, dhan, mga, na, mk",0.10636956278774981
Sorom baby ❤️,0.0,0.0,1.0,81.0,English,Facebook,Gifted Kalu,Lagos,2024,5,28,19,38,Tuesday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfOTU1NzE5MzI1OTQ0MDg2,Platform_ID,May,Sorom baby,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
Nice one,0.0,0.0,1.0,81.0,English,Facebook,Uchena Gloria,Kaduna,2024,4,14,10,54,Sunday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfNTY2NzcyNjc5ODQzNTY3,Platform_ID,April,Nice one,positive,0,0,1,none,"Kaduna, Kaduna",7,1.0,"so, congratulations, good, thank, baby",1.0
https://external.fabv2-1.fna.fbcdn.net/emg1/v/t13/11629075080923586304?url=https%3A%2F%2Fmedia0.giphy.com%2Fmedia%2Fc76IJLufpNwSULPk77%2Fgiphy.gif%3Fcid%3D120c0147muivdtgtisjexizfxcq4uivlapjn6aodzzel4n40%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x396_tt6&_nc_gid=92O9Aj6J_kguDb06NnRXbg&_nc_eui2=AeF60PB428MqxdtmTW0-uC_dp3Rj5wpyPnSndGPnCnI-dP4TfZWlHVoTrW9XkD_G09M-Herh8VfewG4YHXl8IJNj&_nc_oc=Adn8yTWSrmjifdVjUfO2f-djIO5rCodUe-r9kaYIR81mJxXum05-AD-pSk-cVApYQLk&ccb=13-1&oh=06_Q3-4AV8ZJAmvsOJoMpNliY2d-Wr4oDdGhqnPwskFsOdTPS2_&oe=69126586&_nc_sid=c97757,0.0,0.0,1.0,81.0,English,Facebook,Hwy Hero,Lagos,2021,2,6,17,24,Saturday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfMTc1MjM3MzU3NTU4NDEyMQ==,Platform_ID,February,,positive,0,0,1,none,"Ikeja, Lagos",5,0.9451991994754417,"when, yaaas, age, months, which",1.0
Pls help me nd my old grandma with 1k to buy food stuff nd cook nothing nothing at home to eat we cook the last cocoyam yesterday i will appreciate anything u give to us just to buy food stuff nd cook pls have mercy on us  pity my old grandma she's too old to face this is not easy for me since i lost my parents i do farm for people nd get paid just for us to survive rain don't allow people to call me for work this period u can call me on video call nd confirm everything that am real if am lying may i die by motor accident 🙏😢😭,0.0,0.0,1.0,81.0,English,Facebook,Kingsley Effiong Udoka,Lagos,2025,11,9,15,44,Sunday,Y29tbWVudDo1NzM3ODQ0OTY2MjUzNjE4XzM2Nzg4MzA3NTQyMDAxOQ==,Platform_ID,November,Pls help me nd my old grandma with k to buy food stuff nd cook nothing nothing at home to eat we cook the last cocoyam yesterday i will appreciate anything u give to us just to buy food stuff nd cook pls have mercy on us pity my old grandma shes too old to face this is not easy for me since i lost my parents i do farm for people nd get paid just for us to survive rain dont allow people to call me for work this period u can call me on video call nd confirm everything that am real if am lying may i die by motor accident,negative,1,0,0,distrust,"Ikeja, Lagos",-1,0.03952361559360363,,0.23567313667157377
"Very proud of you,sir",0.0,0.0,1.0,81.0,English,Facebook,Attahiru David K Attahiru,Lagos,2024,11,28,11,23,Thursday,Y29tbWVudDo1OTUwMTYxNTk3NzE3NjNfMTU0MTc5OTM0Mzg3ODQxOQ==,Platform_ID,November,Very proud of yousir,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
Alright,0.0,0.0,1.0,81.0,English,Facebook,Akeem Isola Adeniran,Lagos,2023,5,12,6,56,Friday,Y29tbWVudDo2NDEzMzY0NzgwMzA1MzlfMTczODY4MjcyMTQ3NzQ3,Platform_ID,May,Alright,positive,0,0,1,none,"Ikeja, Lagos",7,1.0,"so, congratulations, good, thank, baby",1.0
If una wnt to sell us no wahala but mk una mk sure say una give me my own share mk I find another country 😂😂😂😂😂😂😂 😂😂😂😂😂😂😂😂😂😂😂 😂😂😂😂😂,0.0,0.0,1.0,81.0,English,Facebook,Stephen Uchesons,Lagos,2021,3,11,9,45,Thursday,Y29tbWVudDo2NDEzMzY0NzgwMzA1MzlfNTg3OTc2MzYwMTY5NzE1,Platform_ID,March,If una wnt to sell us no wahala but mk una mk sure say una give me my own share mk I find another country,positive,0,0,1,none,"Ikeja, Lagos",4,0.09390244351164603,"una, dhan, mga, na, mk",0.14042506138326735
Thank you,0.0,0.0,1.0,81.0,English,Facebook,Ebikebena Queen Edisemi,Lagos,2024,3,24,13,38,Sunday,Y29tbWVudDo2ODcxNDE1Njc2MzY2NjJfMTI1NzkzNTM1NTcwOTIyNg==,Platform_ID,March,Thank you,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
Chew is our concerns,0.0,0.0,1.0,81.0,English,Facebook,Numayika Joan Bawa,Lagos,2023,6,11,0,10,Sunday,Y29tbWVudDo2ODg5NjMyMzA0MDI1NjlfMTIwMzEzNDkzNzkzMzYyNw==,Platform_ID,June,Chew is our concerns,negative,1,0,0,fear,"Ikeja, Lagos",-1,0.0767582687331844,,0.02414965496297437
How do I get it,0.0,0.0,1.0,81.0,English,Facebook,Maurice Onyi,Lagos,2023,7,6,22,21,Thursday,Y29tbWVudDo3NjcxMjE4MzYxOTAwNjFfMTA3MjQzMTc5MTQ5NTUwMA==,Platform_ID,July,How do I get it,positive,0,0,1,none,"Ikeja, Lagos",-1,0.07597160668281079,"una, dhan, mga, na, mk",0.035807490540518995
"Except today, since you have anti-vaxers, Polio, a disease considered beaten and conquered,  is coming back, especially in the United States 🤬🤬🤬🤬",0.0,0.0,1.0,81.0,English,Facebook,Mond Y Ra,Lagos,2024,6,4,2,21,Tuesday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfMTM5MDIxOTk1MjQ2NjAwOQ==,Platform_ID,June,Except today since you have antivaxers Polio a disease considered beaten and conquered is coming back especially in the United States,negative,1,0,0,fear,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
I remember my parents & other neighborhood parents waiting on lines for the polio vaccine. They couldn’t get us there soon enough. Can you imagine if this was a current thing? Kids would be on ventilators at the neglect of their anti-vaxxer parents,0.0,0.0,1.0,81.0,English,Facebook,Bonnie Levy,Lagos,2021,9,12,13,13,Sunday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfMTE2OTY5MDAxODQ1NDgxNg==,Platform_ID,September,I remember my parents other neighborhood parents waiting on lines for the polio vaccine They couldnt get us there soon enough Can you imagine if this was a current thing Kids would be on ventilators at the neglect of their antivaxxer parents,negative,1,0,0,fear,"Ikeja, Lagos",0,0.6120359868068225,"the, vaccine, of, in, to",0.586361473000474
Thank you so much this came at the right time ma,0.0,0.0,1.0,81.0,English,Facebook,Lucy Ogar,Lagos,2025,11,10,15,4,Monday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTkwOTA3OTI1MDAzMzg0Ng==,Platform_ID,November,Thank you so much this came at the right time ma,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
"Midwife Chiamaka Please ma, my daughter did not take the one of 3yrs and 6months I then give her at 4years and my son took his own at 2yrs and 9month (which was September last month) instead of 2yrs and 6months (which supposed to be June) is it something to worry about and can my son still take at 3yrs, cause by December 8th, he will be 3yrs old
Thanks",0.0,0.0,1.0,81.0,English,Facebook,Chukwuneweta Mariafaustina Nnakwe,Lagos,2024,8,28,5,56,Wednesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTM0ODAzMDU5Njg1MzE2OQ==,Platform_ID,August,Midwife Chiamaka Please ma my daughter did not take the one of yrs and months I then give her at years and my son took his own at yrs and month which was September last month instead of yrs and months which supposed to be June is it something to worry about and can my son still take at yrs cause by December th he will be yrs old Thanks,negative,1,0,0,happy,"Ikeja, Lagos",3,1.0,"her, at, yrs, money, months",1.0
So Nigeria is the same as Kenya???my baby just got 6weeks immunisation last week,0.0,0.0,1.0,81.0,Igbo,Facebook,Margaretwanjiku Kimuya,Lagos,2025,11,4,17,5,Tuesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTE5Njk0OTg5MjI5MDM4NQ==,Platform_ID,November,So Nigeria is the same as Kenyamy baby just got weeks immunisation last week,negative,1,0,0,none,"Ikeja, Lagos",6,0.2907870708210166,"to, his, gmo, the, of",0.28072895223107736
"We skip Hep B , is there a way to take it ?",0.0,0.0,1.0,81.0,English,Facebook,Chinenyenwa Purity Egbuna,Lagos,2024,12,4,6,28,Wednesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTUyMzU2NTM2ODk1NDk5NQ==,Platform_ID,December,We skip Hep B is there a way to take it,positive,0,0,1,none,"Ikeja, Lagos",0,0.1894728025081079,"the, vaccine, of, in, to",0.2505303505291434
FAUCI APPROVED,0.0,0.0,1.0,81.0,English,Facebook,Christopher Thode,Lagos,2024,5,28,23,56,Tuesday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMTMwODc2MTgwNDI4NzE2NQ==,Platform_ID,May,FAUCI APPROVED,positive,0,0,1,none,"Ikeja, Lagos",-1,0.03615825646093676,"to, his, gmo, the, of",0.23071602535214467
Bullshit?or?,0.0,0.0,1.0,81.0,English,Facebook,Lasse Stork,Lagos,2023,4,11,17,57,Tuesday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMTEyMzU5NTg5OTEyMTg2OQ==,Platform_ID,April,Bullshitor,negative,1,0,0,none,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",1.0
God blessing Niger state governor,0.0,0.0,1.0,81.0,Danish,Facebook,Afusa Asafa,Lagos,2023,12,5,19,5,Tuesday,Y29tbWVudDo4MDMwNDc5NTU5MjEyNjBfMTk3ODc3MDcyMjg5Nzc3OQ==,Platform_ID,December,God blessing Niger state governor,positive,0,0,1,none,"Ikeja, Lagos",8,1.0,"nigeria, answers, offer, win, falls",1.0
Masha Allah,0.0,0.0,1.0,81.0,Malay,Facebook,Ida Dcos,Lagos,2025,11,3,22,5,Monday,Y29tbWVudDo4MDMwNDc5NTU5MjEyNjBfMTM0MjA1MDczNDI4NDgxMw==,Platform_ID,November,Masha Allah,positive,0,0,1,none,"Ikeja, Lagos",4,0.37345188605472635,"una, dhan, mga, na, mk",0.5595592154307572
"This is worth reading.  A lot of criticism of GAVI....Bill and Melinda Gates offshoot company.

https://digitalcommons.law.ggu.edu/cgi/viewcontent.cgi?article=1205&context=annlsurvey#:~:text=The%20Gates%20Foundation%20focuses%20on,exploitation%20between%20donors%20and%20NGOs.",0.0,0.0,1.0,81.0,Igbo,Facebook,Andrea Ferguson,Kaduna,2024,11,28,9,33,Thursday,Y29tbWVudDo4MDcyMTY2NDQ5ODk0MTNfMTExMDE5MjY3Nzg5NjY5OQ==,Platform_ID,November,This is worth reading A lot of criticism of GAVIBill and Melinda Gates offshoot company,negative,1,0,0,none,"Kaduna, Kaduna",6,0.49535720898827845,"to, his, gmo, the, of",0.5512920621239381
Fine baby,0.0,0.0,1.0,81.0,English,Facebook,Joy Godwin,FCT,2025,11,10,6,31,Monday,Y29tbWVudDo4MTEzODk5OTQ1NzUyMTNfMTM2MTIyOTAxMjY3MzA1NA==,Platform_ID,November,Fine baby,positive,0,0,1,none,"Abuja, FCT",1,1.0,"so, congratulations, good, thank, baby",0.6173912351936802
So cute my son,0.0,0.0,1.0,81.0,English,Facebook,Joy Adigba,Lagos,2024,10,18,15,17,Friday,Y29tbWVudDo4MTEzODk5OTQ1NzUyMTNfMTk5Mzc3NTA3ODExNjI0Mg==,Platform_ID,October,So cute my son,positive,0,0,1,none,"Ikeja, Lagos",1,1.0,"so, congratulations, good, thank, baby",1.0
Bobo nor need stress atall🤣,0.0,0.0,1.0,81.0,English,Facebook,Hope Jideofor,Lagos,2024,4,14,10,54,Sunday,Y29tbWVudDo4MTEzODk5OTQ1NzUyMTNfNzE0NTQwNjE4Mjc0NTE2,Platform_ID,April,Bobo nor need stress atall,negative,1,0,0,none,"Ikeja, Lagos",8,0.37480166546160365,"nigeria, answers, offer, win, falls",0.6764579914517398
How do I get itt,0.0,0.0,1.0,81.0,English,Facebook,Peter Agba,Lagos,2025,11,10,14,26,Monday,Y29tbWVudDo4MTcyMjI3NzQxNTQxMzhfNzUwOTAxMTA3OTk4MTYy,Platform_ID,November,How do I get itt,positive,0,0,1,none,"Ikeja, Lagos",-1,0.04015099891706591,,0.11300550494167431
